enhancerID	genes
chr12_70446588_70446607_enh-1015277_15	"CNOT2 (-190179), MYRFL (+120282)"
chr12_70446613_70446632_enh-1015277_8	"CNOT2 (-190154), MYRFL (+120307)"
chr12_70446614_70446633_enh-1015277_5	"CNOT2 (-190153), MYRFL (+120308)"
chr12_70446621_70446640_enh-1015277_1	"CNOT2 (-190146), MYRFL (+120315)"
chr12_70446626_70446645_enh-1015277_7	"CNOT2 (-190141), MYRFL (+120320)"
chr12_70446638_70446657_enh-1015277_4	"CNOT2 (-190129), MYRFL (+120332)"
chr12_70446650_70446669_enh-1015277_16	"CNOT2 (-190117), MYRFL (+120344)"
chr12_70446651_70446670_enh-1015277_14	"CNOT2 (-190116), MYRFL (+120345)"
chr12_70446652_70446671_enh-1015277_17	"CNOT2 (-190115), MYRFL (+120346)"
chr12_70446735_70446754_enh-1015277_19	"CNOT2 (-190032), MYRFL (+120429)"
chr12_70446736_70446755_enh-1015277_16	"CNOT2 (-190031), MYRFL (+120430)"
chr12_70446740_70446759_enh-1015277_13	"CNOT2 (-190027), MYRFL (+120434)"
chr12_70446741_70446760_enh-1015277_12	"CNOT2 (-190026), MYRFL (+120435)"
chr12_70446741_70446760_enh-1015277_6	"CNOT2 (-190026), MYRFL (+120435)"
chr12_70446742_70446761_enh-1015277_10	"CNOT2 (-190025), MYRFL (+120436)"
chr12_70446753_70446772_enh-1015277_8	"CNOT2 (-190014), MYRFL (+120447)"
chr12_70446757_70446776_enh-1015277_20	"CNOT2 (-190010), MYRFL (+120451)"
chr12_70446758_70446777_enh-1015277_21	"CNOT2 (-190009), MYRFL (+120452)"
chr12_70446775_70446794_enh-1015277_11	"CNOT2 (-189992), MYRFL (+120469)"
chr12_70446776_70446795_enh-1015277_1	"CNOT2 (-189991), MYRFL (+120470)"
chr12_70446796_70446815_enh-1015277_3	"CNOT2 (-189971), MYRFL (+120490)"
chr12_70446797_70446816_enh-1015277_5	"CNOT2 (-189970), MYRFL (+120491)"
chr12_70446802_70446821_enh-1015277_17	"CNOT2 (-189965), MYRFL (+120496)"
chr12_70446803_70446822_enh-1015277_14	"CNOT2 (-189964), MYRFL (+120497)"
chr12_70446804_70446823_enh-1015277_2	"CNOT2 (-189963), MYRFL (+120498)"
chr12_70446811_70446830_enh-1015277_15	"CNOT2 (-189956), MYRFL (+120505)"
chr12_70446826_70446845_enh-1015277_7	"CNOT2 (-189941), MYRFL (+120520)"
chr12_70446828_70446847_enh-1015277_9	"CNOT2 (-189939), MYRFL (+120522)"
chr12_70446832_70446851_enh-1015277_4	"CNOT2 (-189935), MYRFL (+120526)"
chr12_70446840_70446859_enh-1015277_18	"CNOT2 (-189927), MYRFL (+120534)"
chr12_70446844_70446863_enh-1015277_23	"CNOT2 (-189923), MYRFL (+120538)"
chr12_70446845_70446864_enh-1015277_22	"CNOT2 (-189922), MYRFL (+120539)"
chr12_70447019_70447038_enh-1015277_14	"CNOT2 (-189748), MYRFL (+120713)"
chr12_70447035_70447054_enh-1015277_13	"CNOT2 (-189732), MYRFL (+120729)"
chr12_70447037_70447056_enh-1015277_10	"CNOT2 (-189730), MYRFL (+120731)"
chr12_70447040_70447059_enh-1015277_12	"CNOT2 (-189727), MYRFL (+120734)"
chr12_70447041_70447060_enh-1015277_9	"CNOT2 (-189726), MYRFL (+120735)"
chr12_70447065_70447084_enh-1015277_15	"CNOT2 (-189702), MYRFL (+120759)"
chr12_70447086_70447105_enh-1015277_8	"CNOT2 (-189681), MYRFL (+120780)"
chr12_70447111_70447130_enh-1015277_11	"CNOT2 (-189656), MYRFL (+120805)"
chr12_70447122_70447141_enh-1015277_5	"CNOT2 (-189645), MYRFL (+120816)"
chr12_70447128_70447147_enh-1015277_4	"CNOT2 (-189639), MYRFL (+120822)"
chr12_70447134_70447153_enh-1015277_2	"CNOT2 (-189633), MYRFL (+120828)"
chr12_70447136_70447155_enh-1015277_3	"CNOT2 (-189631), MYRFL (+120830)"
chr12_70447140_70447159_enh-1015277_7	"CNOT2 (-189627), MYRFL (+120834)"
chr12_70447141_70447160_enh-1015277_6	"CNOT2 (-189626), MYRFL (+120835)"
chr12_70447149_70447168_enh-1015277_1	"CNOT2 (-189618), MYRFL (+120843)"
chr12_8111786_8111805_enh-1013718_18	"FOXJ2 (-73503), SLC2A3 (-22925)"
chr12_8111787_8111806_enh-1013718_7	"FOXJ2 (-73502), SLC2A3 (-22926)"
chr12_8111804_8111823_enh-1013718_14	"FOXJ2 (-73485), SLC2A3 (-22943)"
chr12_8111815_8111834_enh-1013718_1	"FOXJ2 (-73474), SLC2A3 (-22954)"
chr12_8111816_8111835_enh-1013718_4	"FOXJ2 (-73473), SLC2A3 (-22955)"
chr12_8111830_8111849_enh-1013718_21	"FOXJ2 (-73459), SLC2A3 (-22969)"
chr12_8111831_8111850_enh-1013718_24	"FOXJ2 (-73458), SLC2A3 (-22970)"
chr12_8111848_8111867_enh-1013718_20	"FOXJ2 (-73441), SLC2A3 (-22987)"
chr12_8111855_8111874_enh-1013718_15	"FOXJ2 (-73434), SLC2A3 (-22994)"
chr12_8111856_8111875_enh-1013718_13	"FOXJ2 (-73433), SLC2A3 (-22995)"
chr12_8111862_8111881_enh-1013718_22	"FOXJ2 (-73427), SLC2A3 (-23001)"
chr12_8111865_8111884_enh-1013718_3	"FOXJ2 (-73424), SLC2A3 (-23004)"
chr12_8111888_8111907_enh-1013718_6	"FOXJ2 (-73401), SLC2A3 (-23027)"
chr12_8111904_8111923_enh-1013718_16	"FOXJ2 (-73385), SLC2A3 (-23043)"
chr12_8111905_8111924_enh-1013718_23	"FOXJ2 (-73384), SLC2A3 (-23044)"
chr12_8111906_8111925_enh-1013718_12	"FOXJ2 (-73383), SLC2A3 (-23045)"
chr12_8111906_8111925_enh-1013718_17	"FOXJ2 (-73383), SLC2A3 (-23045)"
chr12_8111907_8111926_enh-1013718_19	"FOXJ2 (-73382), SLC2A3 (-23046)"
chr12_8111908_8111927_enh-1013718_11	"FOXJ2 (-73381), SLC2A3 (-23047)"
chr12_8111919_8111938_enh-1013718_10	"FOXJ2 (-73370), SLC2A3 (-23058)"
chr12_8111920_8111939_enh-1013718_8	"FOXJ2 (-73369), SLC2A3 (-23059)"
chr12_8111925_8111944_enh-1013718_5	"FOXJ2 (-73364), SLC2A3 (-23064)"
chr12_8111928_8111947_enh-1013718_2	"FOXJ2 (-73361), SLC2A3 (-23067)"
chr12_8111933_8111952_enh-1013718_9	"FOXJ2 (-73356), SLC2A3 (-23072)"
chr12_8112602_8112621_enh-1013718_2	"FOXJ2 (-72687), SLC2A3 (-23741)"
chr12_8112614_8112633_enh-1013718_6	"FOXJ2 (-72675), SLC2A3 (-23753)"
chr12_8112650_8112669_enh-1013718_9	"FOXJ2 (-72639), SLC2A3 (-23789)"
chr12_8112685_8112704_enh-1013718_1	"FOXJ2 (-72604), SLC2A3 (-23824)"
chr12_8112686_8112705_enh-1013718_5	"FOXJ2 (-72603), SLC2A3 (-23825)"
chr12_8112687_8112706_enh-1013718_3	"FOXJ2 (-72602), SLC2A3 (-23826)"
chr12_8112691_8112710_enh-1013718_7	"FOXJ2 (-72598), SLC2A3 (-23830)"
chr12_8112692_8112711_enh-1013718_4	"FOXJ2 (-72597), SLC2A3 (-23831)"
chr12_8112730_8112749_enh-1013718_8	"FOXJ2 (-72559), SLC2A3 (-23869)"
chr12_8113615_8113634_enh-1013718_7	"FOXJ2 (-71674), SLC2A3 (-24754)"
chr12_8113618_8113637_enh-1013718_6	"FOXJ2 (-71671), SLC2A3 (-24757)"
chr12_8113632_8113651_enh-1013718_4	"FOXJ2 (-71657), SLC2A3 (-24771)"
chr12_8113635_8113654_enh-1013718_2	"FOXJ2 (-71654), SLC2A3 (-24774)"
chr12_8113645_8113664_enh-1013718_1	"FOXJ2 (-71644), SLC2A3 (-24784)"
chr12_8113648_8113667_enh-1013718_3	"FOXJ2 (-71641), SLC2A3 (-24787)"
chr12_8113693_8113712_enh-1013718_8	"FOXJ2 (-71596), SLC2A3 (-24832)"
chr12_8113702_8113721_enh-1013718_9	"FOXJ2 (-71587), SLC2A3 (-24841)"
chr12_8113707_8113726_enh-1013718_5	"FOXJ2 (-71582), SLC2A3 (-24846)"
chr12_8113725_8113744_enh-1013718_11	"FOXJ2 (-71564), SLC2A3 (-24864)"
chr12_8113726_8113745_enh-1013718_10	"FOXJ2 (-71563), SLC2A3 (-24865)"
chr12_8113810_8113829_enh-1013718_7	"FOXJ2 (-71479), SLC2A3 (-24949)"
chr12_8113828_8113847_enh-1013718_5	"FOXJ2 (-71461), SLC2A3 (-24967)"
chr12_8113851_8113870_enh-1013718_4	"FOXJ2 (-71438), SLC2A3 (-24990)"
chr12_8113856_8113875_enh-1013718_9	"FOXJ2 (-71433), SLC2A3 (-24995)"
chr12_8113857_8113876_enh-1013718_6	"FOXJ2 (-71432), SLC2A3 (-24996)"
chr12_8113865_8113884_enh-1013718_3	"FOXJ2 (-71424), SLC2A3 (-25004)"
chr12_8113865_8113884_enh-1013718_8	"FOXJ2 (-71424), SLC2A3 (-25004)"
chr12_8113871_8113890_enh-1013718_2	"FOXJ2 (-71418), SLC2A3 (-25010)"
chr12_8113872_8113891_enh-1013718_1	"FOXJ2 (-71417), SLC2A3 (-25011)"
chr12_8113986_8114005_enh-1013718_8	"FOXJ2 (-71303), SLC2A3 (-25125)"
chr12_8113990_8114009_enh-1013718_6	"FOXJ2 (-71299), SLC2A3 (-25129)"
chr12_89554100_89554119_enh-1015616_5	"KITLG (-579872), DUSP6 (+192938)"
chr12_89554103_89554122_enh-1015616_1	"KITLG (-579875), DUSP6 (+192935)"
chr12_89554138_89554157_enh-1015616_4	"KITLG (-579910), DUSP6 (+192900)"
chr12_89554229_89554248_enh-1015616_3	"KITLG (-580001), DUSP6 (+192809)"
chr12_89554244_89554263_enh-1015616_2	"KITLG (-580016), DUSP6 (+192794)"
chr12_89555288_89555307_enh-1015616_1	"KITLG (-581060), DUSP6 (+191750)"
chr12_89555289_89555308_enh-1015616_4	"KITLG (-581061), DUSP6 (+191749)"
chr12_89555378_89555397_enh-1015616_3	"KITLG (-581150), DUSP6 (+191660)"
chr12_89555385_89555404_enh-1015616_2	"KITLG (-581157), DUSP6 (+191653)"
chr12_89556483_89556502_enh-1015616_1	"KITLG (-582255), DUSP6 (+190555)"
chr12_89556494_89556513_enh-1015616_4	"KITLG (-582266), DUSP6 (+190544)"
chr12_89556495_89556514_enh-1015616_2	"KITLG (-582267), DUSP6 (+190543)"
chr12_89556501_89556520_enh-1015616_8	"KITLG (-582273), DUSP6 (+190537)"
chr12_89556605_89556624_enh-1015616_11	"KITLG (-582377), DUSP6 (+190433)"
chr12_89556610_89556629_enh-1015616_7	"KITLG (-582382), DUSP6 (+190428)"
chr12_89556631_89556650_enh-1015616_9	"KITLG (-582403), DUSP6 (+190407)"
chr12_89556632_89556651_enh-1015616_10	"KITLG (-582404), DUSP6 (+190406)"
chr12_89556633_89556652_enh-1015616_5	"KITLG (-582405), DUSP6 (+190405)"
chr12_89556644_89556663_enh-1015616_3	"KITLG (-582416), DUSP6 (+190394)"
chr12_89556646_89556665_enh-1015616_6	"KITLG (-582418), DUSP6 (+190392)"
chr12_89558138_89558157_enh-1015616_8	"KITLG (-583910), DUSP6 (+188900)"
chr12_89558150_89558169_enh-1015616_4	"KITLG (-583922), DUSP6 (+188888)"
chr12_89558153_89558172_enh-1015616_1	"KITLG (-583925), DUSP6 (+188885)"
chr12_89558169_89558188_enh-1015616_7	"KITLG (-583941), DUSP6 (+188869)"
chr12_89558172_89558191_enh-1015616_5	"KITLG (-583944), DUSP6 (+188866)"
chr12_89558180_89558199_enh-1015616_6	"KITLG (-583952), DUSP6 (+188858)"
chr12_89558196_89558215_enh-1015616_12	"KITLG (-583968), DUSP6 (+188842)"
chr12_89558205_89558224_enh-1015616_3	"KITLG (-583977), DUSP6 (+188833)"
chr12_89558210_89558229_enh-1015616_9	"KITLG (-583982), DUSP6 (+188828)"
chr12_89558248_89558267_enh-1015616_11	"KITLG (-584020), DUSP6 (+188790)"
chr12_89558275_89558294_enh-1015616_10	"KITLG (-584047), DUSP6 (+188763)"
chr12_89558299_89558318_enh-1015616_2	"KITLG (-584071), DUSP6 (+188739)"
chr12_89558668_89558687_enh-1015616_1	"KITLG (-584440), DUSP6 (+188370)"
chr12_89558738_89558757_enh-1015616_2	"KITLG (-584510), DUSP6 (+188300)"
chr12_89559527_89559546_enh-1015616_2	"KITLG (-585299), DUSP6 (+187511)"
chr12_89559528_89559547_enh-1015616_8	"KITLG (-585300), DUSP6 (+187510)"
chr12_89559534_89559553_enh-1015616_6	"KITLG (-585306), DUSP6 (+187504)"
chr12_89559552_89559571_enh-1015616_7	"KITLG (-585324), DUSP6 (+187486)"
chr12_89559570_89559589_enh-1015616_3	"KITLG (-585342), DUSP6 (+187468)"
chr12_89559630_89559649_enh-1015616_5	"KITLG (-585402), DUSP6 (+187408)"
chr12_89559635_89559654_enh-1015616_1	"KITLG (-585407), DUSP6 (+187403)"
chr12_89559661_89559680_enh-1015616_4	"KITLG (-585433), DUSP6 (+187377)"
chr12_89560791_89560810_enh-1015616_2	"KITLG (-586563), DUSP6 (+186247)"
chr12_89560895_89560914_enh-1015616_1	"KITLG (-586667), DUSP6 (+186143)"
chr12_89560896_89560915_enh-1015616_3	"KITLG (-586668), DUSP6 (+186142)"
chr12_89560905_89560924_enh-1015616_4	"KITLG (-586677), DUSP6 (+186133)"
chr12_89560907_89560926_enh-1015616_6	"KITLG (-586679), DUSP6 (+186131)"
chr12_89560908_89560927_enh-1015616_7	"KITLG (-586680), DUSP6 (+186130)"
chr12_89560941_89560960_enh-1015616_5	"KITLG (-586713), DUSP6 (+186097)"
chr12_89562057_89562076_enh-1015616_2	"KITLG (-587829), DUSP6 (+184981)"
chr12_89562062_89562081_enh-1015616_5	"KITLG (-587834), DUSP6 (+184976)"
chr12_89562092_89562111_enh-1015616_4	"KITLG (-587864), DUSP6 (+184946)"
chr12_89562109_89562128_enh-1015616_6	"KITLG (-587881), DUSP6 (+184929)"
chr12_89562141_89562160_enh-1015616_1	"KITLG (-587913), DUSP6 (+184897)"
chr12_89562190_89562209_enh-1015616_3	"KITLG (-587962), DUSP6 (+184848)"
chr12_99775892_99775911_enh-1015958_13	"ANKS1B (+602113), APAF1 (+736983)"
chr12_99775893_99775912_enh-1015958_9	"ANKS1B (+602112), APAF1 (+736984)"
chr12_99775906_99775925_enh-1015958_11	"ANKS1B (+602099), APAF1 (+736997)"
chr12_99775907_99775926_enh-1015958_5	"ANKS1B (+602098), APAF1 (+736998)"
chr12_99775931_99775950_enh-1015958_12	"ANKS1B (+602074), APAF1 (+737022)"
chr12_99775938_99775957_enh-1015958_2	"ANKS1B (+602067), APAF1 (+737029)"
chr12_99775945_99775964_enh-1015958_3	"ANKS1B (+602060), APAF1 (+737036)"
chr12_99775963_99775982_enh-1015958_4	"ANKS1B (+602042), APAF1 (+737054)"
chr12_99775984_99776003_enh-1015958_1	"ANKS1B (+602021), APAF1 (+737075)"
chr12_99775985_99776004_enh-1015958_10	"ANKS1B (+602020), APAF1 (+737076)"
chr12_99775998_99776017_enh-1015958_8	"ANKS1B (+602007), APAF1 (+737089)"
chr12_99776022_99776041_enh-1015958_6	"ANKS1B (+601983), APAF1 (+737113)"
chr12_99776023_99776042_enh-1015958_7	"ANKS1B (+601982), APAF1 (+737114)"
chr12_99776031_99776050_enh-1015958_14	"ANKS1B (+601974), APAF1 (+737122)"
chr13_102172480_102172499_enh-1018255_7	"ITGBL1 (+67524), FGF14 (+881634)"
chr13_102172493_102172512_enh-1018255_6	"ITGBL1 (+67537), FGF14 (+881621)"
chr13_102172525_102172544_enh-1018255_4	"ITGBL1 (+67569), FGF14 (+881589)"
chr13_102172526_102172545_enh-1018255_5	"ITGBL1 (+67570), FGF14 (+881588)"
chr13_102172561_102172580_enh-1018255_3	"ITGBL1 (+67605), FGF14 (+881553)"
chr13_102172612_102172631_enh-1018255_1	"ITGBL1 (+67656), FGF14 (+881502)"
chr13_102172653_102172672_enh-1018255_2	"ITGBL1 (+67697), FGF14 (+881461)"
chr13_102173332_102173351_enh-1018255_1	"ITGBL1 (+68376), FGF14 (+880782)"
chr13_102173344_102173363_enh-1018255_2	"ITGBL1 (+68388), FGF14 (+880770)"
chr13_102173351_102173370_enh-1018255_10	"ITGBL1 (+68395), FGF14 (+880763)"
chr13_102173371_102173390_enh-1018255_13	"ITGBL1 (+68415), FGF14 (+880743)"
chr13_102173372_102173391_enh-1018255_12	"ITGBL1 (+68416), FGF14 (+880742)"
chr13_102173398_102173417_enh-1018255_11	"ITGBL1 (+68442), FGF14 (+880716)"
chr13_102173404_102173423_enh-1018255_6	"ITGBL1 (+68448), FGF14 (+880710)"
chr13_102173409_102173428_enh-1018255_9	"ITGBL1 (+68453), FGF14 (+880705)"
chr13_102173439_102173458_enh-1018255_5	"ITGBL1 (+68483), FGF14 (+880675)"
chr13_102173440_102173459_enh-1018255_3	"ITGBL1 (+68484), FGF14 (+880674)"
chr13_102173486_102173505_enh-1018255_7	"ITGBL1 (+68530), FGF14 (+880628)"
chr13_102173487_102173506_enh-1018255_4	"ITGBL1 (+68531), FGF14 (+880627)"
chr13_102173488_102173507_enh-1018255_8	"ITGBL1 (+68532), FGF14 (+880626)"
chr13_102174078_102174097_enh-1018255_9	"ITGBL1 (+69122), FGF14 (+880036)"
chr13_102174079_102174098_enh-1018255_10	"ITGBL1 (+69123), FGF14 (+880035)"
chr13_102174080_102174099_enh-1018255_3	"ITGBL1 (+69124), FGF14 (+880034)"
chr13_102174085_102174104_enh-1018255_5	"ITGBL1 (+69129), FGF14 (+880029)"
chr13_102174095_102174114_enh-1018255_6	"ITGBL1 (+69139), FGF14 (+880019)"
chr13_102174106_102174125_enh-1018255_2	"ITGBL1 (+69150), FGF14 (+880008)"
chr13_102174118_102174137_enh-1018255_1	"ITGBL1 (+69162), FGF14 (+879996)"
chr13_102174133_102174152_enh-1018255_8	"ITGBL1 (+69177), FGF14 (+879981)"
chr13_102174134_102174153_enh-1018255_4	"ITGBL1 (+69178), FGF14 (+879980)"
chr13_102174168_102174187_enh-1018255_11	"ITGBL1 (+69212), FGF14 (+879946)"
chr13_102174238_102174257_enh-1018255_7	"ITGBL1 (+69282), FGF14 (+879876)"
chr13_102391882_102391901_enh-1018271_2	"ITGBL1 (+286926), FGF14 (+662232)"
chr13_102391906_102391925_enh-1018271_5	"ITGBL1 (+286950), FGF14 (+662208)"
chr13_102391911_102391930_enh-1018271_3	"ITGBL1 (+286955), FGF14 (+662203)"
chr13_102391936_102391955_enh-1018271_4	"ITGBL1 (+286980), FGF14 (+662178)"
chr13_102391937_102391956_enh-1018271_10	"ITGBL1 (+286981), FGF14 (+662177)"
chr13_102391938_102391957_enh-1018271_7	"ITGBL1 (+286982), FGF14 (+662176)"
chr13_102392024_102392043_enh-1018271_9	"ITGBL1 (+287068), FGF14 (+662090)"
chr13_102392025_102392044_enh-1018271_6	"ITGBL1 (+287069), FGF14 (+662089)"
chr13_102392031_102392050_enh-1018271_1	"ITGBL1 (+287075), FGF14 (+662083)"
chr13_102392032_102392051_enh-1018271_8	"ITGBL1 (+287076), FGF14 (+662082)"
chr13_102392616_102392635_enh-1018271_2	"ITGBL1 (+287660), FGF14 (+661498)"
chr13_102392617_102392636_enh-1018271_3	"ITGBL1 (+287661), FGF14 (+661497)"
chr13_102392669_102392688_enh-1018271_7	"ITGBL1 (+287713), FGF14 (+661445)"
chr13_102392674_102392693_enh-1018271_9	"ITGBL1 (+287718), FGF14 (+661440)"
chr13_102392683_102392702_enh-1018271_4	"ITGBL1 (+287727), FGF14 (+661431)"
chr13_102392717_102392736_enh-1018271_1	"ITGBL1 (+287761), FGF14 (+661397)"
chr13_102392719_102392738_enh-1018271_5	"ITGBL1 (+287763), FGF14 (+661395)"
chr13_102392731_102392750_enh-1018271_6	"ITGBL1 (+287775), FGF14 (+661383)"
chr13_102392732_102392751_enh-1018271_8	"ITGBL1 (+287776), FGF14 (+661382)"
chr13_102399187_102399206_enh-1018271_1	"ITGBL1 (+294231), FGF14 (+654927)"
chr13_102399198_102399217_enh-1018271_5	"ITGBL1 (+294242), FGF14 (+654916)"
chr13_102399240_102399259_enh-1018271_2	"ITGBL1 (+294284), FGF14 (+654874)"
chr13_102399297_102399316_enh-1018271_4	"ITGBL1 (+294341), FGF14 (+654817)"
chr13_102399350_102399369_enh-1018271_3	"ITGBL1 (+294394), FGF14 (+654764)"
chr13_102403168_102403187_enh-1018271_2	"ITGBL1 (+298212), FGF14 (+650946)"
chr13_102403224_102403243_enh-1018271_3	"ITGBL1 (+298268), FGF14 (+650890)"
chr13_102403287_102403306_enh-1018271_1	"ITGBL1 (+298331), FGF14 (+650827)"
chr13_102403826_102403845_enh-1018271_4	"ITGBL1 (+298870), FGF14 (+650288)"
chr13_102403839_102403858_enh-1018271_5	"ITGBL1 (+298883), FGF14 (+650275)"
chr13_102403851_102403870_enh-1018271_11	"ITGBL1 (+298895), FGF14 (+650263)"
chr13_102403897_102403916_enh-1018271_13	"ITGBL1 (+298941), FGF14 (+650217)"
chr13_102403914_102403933_enh-1018271_2	"ITGBL1 (+298958), FGF14 (+650200)"
chr13_102403915_102403934_enh-1018271_1	"ITGBL1 (+298959), FGF14 (+650199)"
chr13_102403915_102403934_enh-1018271_7	"ITGBL1 (+298959), FGF14 (+650199)"
chr13_102403930_102403949_enh-1018271_14	"ITGBL1 (+298974), FGF14 (+650184)"
chr13_102403970_102403989_enh-1018271_3	"ITGBL1 (+299014), FGF14 (+650144)"
chr13_102403971_102403990_enh-1018271_12	"ITGBL1 (+299015), FGF14 (+650143)"
chr13_102403983_102404002_enh-1018271_8	"ITGBL1 (+299027), FGF14 (+650131)"
chr13_102403988_102404007_enh-1018271_9	"ITGBL1 (+299032), FGF14 (+650126)"
chr13_102403992_102404011_enh-1018271_10	"ITGBL1 (+299036), FGF14 (+650122)"
chr13_102403992_102404011_enh-1018271_15	"ITGBL1 (+299036), FGF14 (+650122)"
chr13_102403996_102404015_enh-1018271_6	"ITGBL1 (+299040), FGF14 (+650118)"
chr13_102406232_102406251_enh-1018271_13	"ITGBL1 (+301276), FGF14 (+647882)"
chr13_102406237_102406256_enh-1018271_12	"ITGBL1 (+301281), FGF14 (+647877)"
chr13_102406250_102406269_enh-1018271_7	"ITGBL1 (+301294), FGF14 (+647864)"
chr13_102406263_102406282_enh-1018271_11	"ITGBL1 (+301307), FGF14 (+647851)"
chr13_102406283_102406302_enh-1018271_8	"ITGBL1 (+301327), FGF14 (+647831)"
chr13_102406293_102406312_enh-1018271_10	"ITGBL1 (+301337), FGF14 (+647821)"
chr13_102406345_102406364_enh-1018271_6	"ITGBL1 (+301389), FGF14 (+647769)"
chr13_102406358_102406377_enh-1018271_2	"ITGBL1 (+301402), FGF14 (+647756)"
chr13_102406370_102406389_enh-1018271_3	"ITGBL1 (+301414), FGF14 (+647744)"
chr13_102406371_102406390_enh-1018271_1	"ITGBL1 (+301415), FGF14 (+647743)"
chr13_102406380_102406399_enh-1018271_4	"ITGBL1 (+301424), FGF14 (+647734)"
chr13_102406381_102406400_enh-1018271_5	"ITGBL1 (+301425), FGF14 (+647733)"
chr13_102406388_102406407_enh-1018271_9	"ITGBL1 (+301432), FGF14 (+647726)"
chr13_44678021_44678040_enh-1017447_2	"ENOX1 (-316987), SMIM2 (+57362)"
chr13_44678032_44678051_enh-1017447_1	"ENOX1 (-316998), SMIM2 (+57351)"
chr13_44679383_44679402_enh-1017447_1	"ENOX1 (-318349), SMIM2 (+56000)"
chr13_44679391_44679410_enh-1017447_7	"ENOX1 (-318357), SMIM2 (+55992)"
chr13_44679407_44679426_enh-1017447_5	"ENOX1 (-318373), SMIM2 (+55976)"
chr13_44679449_44679468_enh-1017447_2	"ENOX1 (-318415), SMIM2 (+55934)"
chr13_44679488_44679507_enh-1017447_3	"ENOX1 (-318454), SMIM2 (+55895)"
chr13_44679494_44679513_enh-1017447_4	"ENOX1 (-318460), SMIM2 (+55889)"
chr13_44679499_44679518_enh-1017447_6	"ENOX1 (-318465), SMIM2 (+55884)"
chr13_44681946_44681965_enh-1017447_1	"ENOX1 (-320912), SMIM2 (+53437)"
chr13_44681959_44681978_enh-1017447_4	"ENOX1 (-320925), SMIM2 (+53424)"
chr13_44681966_44681985_enh-1017447_2	"ENOX1 (-320932), SMIM2 (+53417)"
chr13_44681967_44681986_enh-1017447_5	"ENOX1 (-320933), SMIM2 (+53416)"
chr13_44681975_44681994_enh-1017447_7	"ENOX1 (-320941), SMIM2 (+53408)"
chr13_44682008_44682027_enh-1017447_6	"ENOX1 (-320974), SMIM2 (+53375)"
chr13_44682022_44682041_enh-1017447_8	"ENOX1 (-320988), SMIM2 (+53361)"
chr13_44682039_44682058_enh-1017447_3	"ENOX1 (-321005), SMIM2 (+53344)"
chr13_44683097_44683116_enh-1017447_1	"ENOX1 (-322063), SMIM2 (+52286)"
chr13_44683109_44683128_enh-1017447_2	"ENOX1 (-322075), SMIM2 (+52274)"
chr13_44683126_44683145_enh-1017447_7	"ENOX1 (-322092), SMIM2 (+52257)"
chr13_44683127_44683146_enh-1017447_6	"ENOX1 (-322093), SMIM2 (+52256)"
chr13_44683128_44683147_enh-1017447_8	"ENOX1 (-322094), SMIM2 (+52255)"
chr13_44683132_44683151_enh-1017447_4	"ENOX1 (-322098), SMIM2 (+52251)"
chr13_44683225_44683244_enh-1017447_5	"ENOX1 (-322191), SMIM2 (+52158)"
chr13_44683229_44683248_enh-1017447_3	"ENOX1 (-322195), SMIM2 (+52154)"
chr13_44683237_44683256_enh-1017447_9	"ENOX1 (-322203), SMIM2 (+52146)"
chr13_44684784_44684803_enh-1017447_12	"ENOX1 (-323750), SMIM2 (+50599)"
chr13_44684802_44684821_enh-1017447_3	"ENOX1 (-323768), SMIM2 (+50581)"
chr13_44684803_44684822_enh-1017447_2	"ENOX1 (-323769), SMIM2 (+50580)"
chr13_44684806_44684825_enh-1017447_4	"ENOX1 (-323772), SMIM2 (+50577)"
chr13_44684840_44684859_enh-1017447_14	"ENOX1 (-323806), SMIM2 (+50543)"
chr13_44684847_44684866_enh-1017447_13	"ENOX1 (-323813), SMIM2 (+50536)"
chr13_44684850_44684869_enh-1017447_1	"ENOX1 (-323816), SMIM2 (+50533)"
chr13_44684851_44684870_enh-1017447_6	"ENOX1 (-323817), SMIM2 (+50532)"
chr13_44684867_44684886_enh-1017447_9	"ENOX1 (-323833), SMIM2 (+50516)"
chr13_44684887_44684906_enh-1017447_7	"ENOX1 (-323853), SMIM2 (+50496)"
chr13_44684900_44684919_enh-1017447_8	"ENOX1 (-323866), SMIM2 (+50483)"
chr13_44684901_44684920_enh-1017447_10	"ENOX1 (-323867), SMIM2 (+50482)"
chr13_44684906_44684925_enh-1017447_5	"ENOX1 (-323872), SMIM2 (+50477)"
chr13_44684942_44684961_enh-1017447_11	"ENOX1 (-323908), SMIM2 (+50441)"
chr13_44685200_44685219_enh-1017447_1	"ENOX1 (-324166), SMIM2 (+50183)"
chr13_44685502_44685521_enh-1017447_3	"ENOX1 (-324468), SMIM2 (+49881)"
chr13_44685533_44685552_enh-1017447_2	"ENOX1 (-324499), SMIM2 (+49850)"
chr13_44685534_44685553_enh-1017447_1	"ENOX1 (-324500), SMIM2 (+49849)"
chr13_44685772_44685791_enh-1017447_4	"ENOX1 (-324738), SMIM2 (+49611)"
chr13_44685787_44685806_enh-1017447_3	"ENOX1 (-324753), SMIM2 (+49596)"
chr13_44685790_44685809_enh-1017447_2	"ENOX1 (-324756), SMIM2 (+49593)"
chr13_44685800_44685819_enh-1017447_1	"ENOX1 (-324766), SMIM2 (+49583)"
